baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SC_01246_gene SC_chr	4.95797516533012	3.27891490328824	1.62067650634281	2.02317667372582	0.0430549357110034	NA
SC_01247_gene SC_chr	3.37029819432467	-0.569151734538274	1.66281980998009	-0.342281064443831	0.732139384315739	NA
SC_01249_gene SC_chr	16.6727807310453	2.10134181187283	0.884050442028154	2.37694786629145	0.0174565551642606	0.15324574388096
SC_01250_gene SC_chr	13.9536127332705	1.77596871996784	0.915273513663607	1.94036940155636	0.0523348124683309	0.289476931465455
SC_01251_gene SC_chr	4.22716888273699	-0.775233548047815	1.47740640440777	-0.524725996675624	0.599773682575784	NA
SC_01252_gene SC_chr	0.823728955934644	-0.958161019273902	3.52272441070355	-0.271994316774425	0.785626389228592	NA
SC_01253_gene SC_chr	1.27115428312719	-0.462177739601405	2.53543639850528	-0.182287254325872	0.85535730068444	NA
SC_01254_gene SC_chr	3.85415214686573	-0.951664441639397	1.53832913029362	-0.618635130089328	0.536156753532996	NA
SC_01255_gene SC_chr	9.17646046950602	-1.77307766299096	1.16850626026758	-1.51738824453104	0.129168690151864	NA
SC_01256_gene SC_chr	1.02123137145902	-1.43241445792384	3.0248257998864	-0.473552711028066	0.635818904155108	NA
SC_01257_gene SC_chr	1.05166377242533	1.6525550322734	2.98060325793852	0.554436430904378	0.579280199474996	NA
SC_01258_gene SC_chr	8.74944991953421	1.41090666892979	1.10087137901168	1.28162716901265	0.199973464720483	NA
SC_01259_gene SC_chr	42.979327046566	0.520429908508636	0.609739019564156	0.853528955520415	0.393366037379941	0.750332481224635
SC_01260_gene SC_chr	44.6857984304771	1.73646197136	0.780384062896934	2.22513766479792	0.0260719979360338	0.19721126643923
SC_01262_gene SC_chr	0.521833918513841	0.0186745041851126	4.22821172933316	0.00441664357902385	0.996476039734561	NA
SC_01263_gene SC_chr	3.10528015264355	-0.0809004702847439	1.83779798148868	-0.044020328186024	0.964888200023294	NA
SC_01264_gene SC_chr	63.4922457468687	0.776731092606629	0.584336784740341	1.32925243265625	0.183764701828748	0.54137562306691
SC_01265_gene SC_chr	20.454675165906	0.0601422488672237	0.795429040733456	0.0756098228595818	0.939729521325969	0.972546251993925
SC_01266_gene SC_chr	1.52107719479537	0.105637922433941	2.33000210282059	0.0453381232171683	0.96383780073394	NA
SC_01267_gene SC_chr	0.543822013691331	-2.4596709300661	4.42288102923727	-0.556124144829251	0.578125990346449	NA
SC_01270_gene SC_chr	1.74056770549724	-1.17912560630285	2.23920797911348	-0.526581549057217	0.598484207741038	NA
SC_01271_gene SC_chr	0.894850654385101	0.307458505858216	3.31690276057533	0.0926944586717054	0.926146299397769	NA
SC_01272_gene SC_chr	0.954818715535375	0.437032547570147	3.23955753334875	0.134905011894752	0.892686976860244	NA
SC_01274_gene SC_chr	0.529829853911488	2.63506482553037	4.093917094229	0.643653685426336	0.519800029194803	NA
SC_01276_gene SC_chr	0.727332269435863	1.24792551515358	3.41417180107562	0.365513391786676	0.714728212133805	NA
SC_01277_gene SC_chr	3.9825325749551	0.258495849404598	1.52602981592642	0.169391087059246	0.865489033699582	NA
SC_01278_gene SC_chr	0.771756830182017	0.993476240660394	3.59243337000145	0.276546880161063	0.782128057785946	NA
SC_01279_gene SC_chr	1.7105836749221	-1.23551713279002	2.37420936934776	-0.520390976777855	0.602791097840716	NA
SC_01280_gene SC_chr	9.08067438768822	1.55487769098388	1.21458810876417	1.28016870885221	0.200485808278958	NA
SC_01281_gene SC_chr	5.77249513383004	-2.18953110133288	1.39133193690859	-1.57369427327157	0.115558146422155	NA
SC_01282_gene SC_chr	2.81048430983805	-1.32370903203043	1.81452695769544	-0.72950640188428	0.465691953181311	NA
SC_01283_gene SC_chr	9.18424730728476	0.317459325475976	1.05476028280412	0.300977701428041	0.763431498277156	NA
SC_01284_gene SC_chr	30.9170798032864	0.783622244404139	0.685115067253912	1.14378194533812	0.252714079214741	0.625018910198408
SC_01286_gene SC_chr	0.674911773292062	-0.571551237394367	3.77939493875158	-0.151228238026684	0.87979567573259	NA
SC_01290_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_01291_gene SC_chr	13.9933282514898	1.50316619795596	0.93587620383322	1.60615922469147	0.108238929862407	0.444907275222046
SC_01292_gene SC_chr	11.4242124657272	-0.0269189996149317	0.975552009226315	-0.0275936078859399	0.977986279893888	NA
SC_01293_gene SC_chr	4.33156150463342	-0.788466785795951	1.45060256468363	-0.543544320816716	0.586755083914248	NA
SC_01294_gene SC_chr	2.62742242448469	-1.29196964997352	1.96964865296697	-0.655939143271755	0.511863281367912	NA
SC_01295_gene SC_chr	0.39500483104875	-2.0450108052717	4.90988225288314	-0.416509134016573	0.677037484983578	NA
SC_01297_gene SC_chr	1.02967567724784	3.59896621824044	3.16272174756538	1.13793324405186	0.255148358389035	NA
SC_01300_gene SC_chr	3.48810541464147	-2.55349676790115	1.87126848510955	-1.36458065115742	0.172384889545297	NA
SC_01301_gene SC_chr	8.33169231166207	-0.395392770461882	1.12699019910525	-0.350839582079593	0.725708700149248	NA
SC_01303_gene SC_chr	109.055245008501	1.55584160299794	0.521156969035168	2.98536083260734	0.00283243989320187	0.044762666169351
SC_01304_gene SC_chr	0.946822780137728	-1.30441740601308	3.0940244082739	-0.421592474359565	0.673322500264597	NA
SC_01306_gene SC_chr	6.46687279107466	0.938612144591649	1.22784597762572	0.764438017223166	0.444606260575434	NA
SC_01307_gene SC_chr	5.91505484198569	1.02064191923291	1.28984377428155	0.791291115702303	0.428774131619998	NA
SC_01308_gene SC_chr	2.18799303268979	-0.838250822348171	1.98694991488158	-0.421878184281323	0.673113934306483	NA
SC_01312_gene SC_chr	2.27039755940872	-0.175500088216722	1.93178634847665	-0.0908486015314874	0.927612891254192	NA
SC_01313_gene SC_chr	1.07365186760282	0.0134885310853531	2.89990465498463	0.0046513705414996	0.996288756640647	NA
SC_01314_gene SC_chr	0.551817949088978	0.0946100068148035	4.14406660158573	0.0228302331768995	0.981785691717951	NA
SC_01315_gene SC_chr	2.44591187975561	0.205183966298307	1.85490047984739	0.110617237165839	0.911919878092426	NA
SC_01317_gene SC_chr	0.757316300011	1.31649279396348	3.61536040780259	0.364138742882246	0.715754407255416	NA
SC_01318_gene SC_chr	0.741324429215706	-2.91697392394968	3.5737978375975	-0.816211228643707	0.414379335792544	NA
SC_01319_gene SC_chr	15.1786810332233	-0.0647416101806993	0.863997703856126	-0.074932618329597	0.94026832382871	0.972546251993925
SC_01320_gene SC_chr	0.977255181104039	1.80708510837795	3.05137141756464	0.592220631672632	0.55370285548074	NA
SC_01322_gene SC_chr	0.39500483104875	-2.0450108052717	4.90988225288314	-0.416509134016573	0.677037484983578	NA
SC_01323_gene SC_chr	82.5653087880616	-0.183060210957123	0.552348117065704	-0.331421806830106	0.740325895309758	0.908202118888326
SC_01324_gene SC_chr	10.6311771608636	-0.88599696786033	0.995738482732528	-0.889788818273807	0.373579291772878	NA
SC_01325_gene SC_chr	1.34982354658412	-0.55282776136709	2.81451486321763	-0.196420267162875	0.844281234325452	NA
SC_01327_gene SC_chr	0.801740860757154	1.07505684098681	3.30702464103303	0.325082803329517	0.745118403692661	NA
SC_01328_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_01329_gene SC_chr	4.61520371013874	-0.212939309489158	1.43404803927483	-0.148488267936155	0.881957444149035	NA
SC_01330_gene SC_chr	287.696639371569	0.799861790725796	0.498488496280625	1.60457422125848	0.108587538359279	0.444907275222046
SC_01331_gene SC_chr	52.2982342337595	-0.352435278127532	0.586194904710595	-0.601225420581793	0.547689855290529	0.830339608256131
SC_01332_gene SC_chr	1.15232113105975	-0.141048115232194	2.99149879406115	-0.0471496480333566	0.962393957901217	NA
SC_01333_gene SC_chr	3.87614024204322	-1.40600193220761	1.56559659939271	-0.898061437252096	0.369152796436218	NA
SC_01334_gene SC_chr	7.39015613541063	0.383916775759988	1.14265322517291	0.33598712829248	0.736880572960406	NA
SC_01335_gene SC_chr	1.99893492295423	1.72735615764567	2.17507201629988	0.794160443746668	0.427102033310567	NA
SC_01336_gene SC_chr	3.54954777793356	0.166109069155563	1.5802012193832	0.105118934929313	0.916281434643157	NA
SC_01337_gene SC_chr	3.42542802197984	-1.2176086687673	1.66581415326142	-0.73093908248012	0.464816362702338	NA
SC_01338_gene SC_chr	0.946822780137728	-1.30441740601308	3.0940244082739	-0.421592474359565	0.673322500264597	NA
SC_01339_gene SC_chr	1.46865669865157	-0.819477916841911	2.37611012886105	-0.34488212767929	0.730182987268675	NA
SC_01341_gene SC_chr	3.04641506172638	0.0930415303405869	1.72283918149046	0.0540047680248919	0.956931365452939	NA
SC_01342_gene SC_chr	3.96583108366389	2.28034085010685	1.69001043310303	1.34930578263941	0.177238769017843	NA
SC_01343_gene SC_chr	23.4834671095622	0.454996041351743	0.762592053219097	0.596644089629688	0.550745028300959	0.830339608256131
SC_01344_gene SC_chr	1.22672972238104	-0.28270597573734	2.71417272264519	-0.104159169156272	0.917043035959651	NA
SC_01346_gene SC_chr	0.529829853911488	2.63506482553037	4.093917094229	0.643653685426336	0.519800029194803	NA
SC_01347_gene SC_chr	1.72657554571739	0.654734528693995	2.18621657343826	0.299482922528711	0.764571600291893	NA
SC_01348_gene SC_chr	0.938826844740081	-3.26605651980257	3.24151254093005	-1.00757176736558	0.31366008824344	NA
SC_01349_gene SC_chr	21.2824556963573	0.80035777824829	0.758651540214201	1.05497416906623	0.291437138713174	0.661236656223933
SC_01350_gene SC_chr	0.674911773292062	-0.571551237394367	3.77939493875158	-0.151228238026684	0.87979567573259	NA
SC_01351_gene SC_chr	8.07879881837779	1.58880021071959	1.13489049824451	1.39995903849509	0.16152558494389	NA
SC_01352_gene SC_chr	2.10984917810649	-1.60849145355507	2.28493672539255	-0.703954484025692	0.481461119441357	NA
SC_01353_gene SC_chr	5.96547562711404	0.171137100162437	1.2498522517193	0.13692586457881	0.891089394406254	NA
SC_01355_gene SC_chr	7.82913715681435	-0.17013365424854	1.11072152747379	-0.153173995497764	0.878261064239821	NA
SC_01356_gene SC_chr	23.1959604498265	0.309151025282125	0.738117269178336	0.418837274497409	0.675335061388118	0.887244701595543
SC_01357_gene SC_chr	43.4756351505946	-0.417207646508424	0.676555776191185	-0.616664081795567	0.53745631718966	0.82847016394611
SC_01358_gene SC_chr	6.90101557898328	-0.0723901285638659	1.19257977168133	-0.0607004498003588	0.951597773454483	NA
SC_01359_gene SC_chr	0.477409357767688	0.305386883735129	4.36591760395391	0.0699479265157366	0.944235106674055	NA
SC_01361_gene SC_chr	20.4042103856167	1.90671152944417	0.933504802873109	2.04252996189817	0.0410989904954649	0.256145116820327
SC_01364_gene SC_chr	5.79874390114317	-2.6491509105603	1.45718593155511	-1.81799100114363	0.0690655081898145	NA
SC_01365_gene SC_chr	34.7716994297077	0.08875331384952	0.644344124032525	0.137742101680188	0.890444244187592	0.96001616839258
SC_01366_gene SC_chr	2.54656923839003	-0.458128662899582	1.90271639667603	-0.240776115505135	0.809728642167131	NA
SC_01367_gene SC_chr	2.09114797579983	-1.49183395470834	2.19993888761507	-0.678125180252447	0.497692326512741	NA
SC_01368_gene SC_chr	1.21873378698339	-1.78929374227186	2.81994985510903	-0.634512609871453	0.525746340074474	NA
SC_01370_gene SC_chr	5.07635994700639	1.95481231544614	1.55037661435298	1.26086287509048	0.207358255865228	NA
SC_01371_gene SC_chr	261.075288110572	1.993493087473	0.523591209202134	3.80734636570914	0.000140465947804802	0.005793908822196
SC_01372_gene SC_chr	5.20171473232967	0.361088752025277	1.32576134824122	0.272363312223806	0.785342679310715	NA
SC_01374_gene SC_chr	1.51734193153336	-0.936784765639464	2.53328193402527	-0.369790962883849	0.711538249273787	NA
SC_01375_gene SC_chr	2.31482212015488	-0.277244005136815	1.98408192215008	-0.139734152124311	0.888870041626782	NA
SC_01376_gene SC_chr	83.5196109348655	2.35291693634156	0.571411885085307	4.11772488069667	3.82631091119384e-05	0.00241877511171896
SC_01377_gene SC_chr	8.05707197330504	0.110156672958612	1.10067456133863	0.100081056497427	0.92027997454053	NA
SC_01378_gene SC_chr	7.61945517223915	-0.893305851146473	1.14730805292743	-0.778610285935972	0.436209318092615	NA
SC_01379_gene SC_chr	1.49908909961788	1.15318961281196	2.38487445718508	0.48354311034598	0.628710157470397	NA
SC_01380_gene SC_chr	2.27039755940872	-0.175500088216722	1.93178634847665	-0.0908486015314874	0.927612891254192	NA
SC_01384_gene SC_chr	2.43191971997576	1.55996634513617	2.03128745298651	0.767969271332142	0.442505441089365	NA
SC_01385_gene SC_chr	9.12654020725468	-0.373926601311856	1.04884860310254	-0.356511511962514	0.721457532418027	NA
SC_01387_gene SC_chr	5.03793161064243	0.853520371057788	1.44859887908342	0.589204080841096	0.555724379974215	NA
SC_01388_gene SC_chr	11.4983598069437	1.08406089502786	0.984959355293594	1.10061485197501	0.271064318799826	NA
SC_01389_gene SC_chr	28.3483324812643	0.824261405508746	0.735922306546752	1.1200386211644	0.26269730448432	0.631671326177759
SC_01392_gene SC_chr	0.447425327192551	0.229750468778134	4.47198701425674	0.0513754776222935	0.959026324984419	NA
SC_01393_gene SC_chr	4.70457824050468	-0.647477413906656	1.40098948333154	-0.462157226453236	0.643968574452387	NA
SC_01394_gene SC_chr	3.16106458014064	-1.51107638836675	1.8769901861386	-0.805052897732718	0.420789155113322	NA
SC_01395_gene SC_chr	1.00723921167918	1.85176678185877	3.0236436881951	0.612428901291653	0.54025402498181	NA
SC_01396_gene SC_chr	0.872414188816437	-1.15535300715746	3.42358618229577	-0.337468650017366	0.735763641137152	NA
SC_01397_gene SC_chr	8.11877558670187	-0.451055172922116	1.14382809357156	-0.394338253673865	0.693331324271442	NA
SC_01398_gene SC_chr	1.83096816761382	0.575441249501753	2.17454766653576	0.264625723481371	0.791297801888569	NA
SC_01399_gene SC_chr	4.18274432199084	-0.722866642379659	1.48771277581669	-0.485891264853081	0.627044261999663	NA
SC_01400_gene SC_chr	17.6012405974636	0.728425568962924	0.826075008672239	0.881791073832062	0.377889799572959	0.736703387307694
SC_01401_gene SC_chr	22.7280624160951	-1.69880946730677	0.79491884684931	-2.13708540694445	0.0325910456593089	0.224391805589214
SC_01405_gene SC_chr	0.666915837894416	-2.78188054983375	3.71097966221406	-0.749635083737972	0.45347451471927	NA
SC_01406_gene SC_chr	0.969259245706392	0.118565406309619	3.00295058047581	0.0394829695435189	0.96850533126458	NA
SC_01408_gene SC_chr	0.477409357767688	0.305386883735129	4.36591760395391	0.0699479265157366	0.944235106674055	NA
SC_01410_gene SC_chr	0.447425327192551	0.229750468778134	4.47198701425674	0.0513754776222935	0.959026324984419	NA
SC_01411_gene SC_chr	3.8705923880522	0.598899836670075	1.53026441730613	0.391370164461103	0.695523642432919	NA
SC_01412_gene SC_chr	39.2820401702263	0.802048163853794	0.64905233302959	1.23572187177891	0.216561964679169	0.589714888434044
SC_01413_gene SC_chr	2.02847058313819	0.213160022779638	2.05107355271802	0.103926074468253	0.917228014712478	NA
SC_01414_gene SC_chr	35.9697873645189	0.629346491536133	0.654267647434739	0.961909845311292	0.336094892609038	0.693661257620487
SC_01415_gene SC_chr	6.70924813773637	1.22439299519397	1.21442101897296	1.00821130074762	0.313353033884984	NA
SC_01416_gene SC_chr	9.69898203118331	0.713558541951915	1.0241425016456	0.696737554398306	0.485967051984287	NA
SC_01417_gene SC_chr	1.00723921167918	1.85176678185877	3.0236436881951	0.612428901291653	0.54025402498181	NA
SC_01418_gene SC_chr	2.68783885602614	-0.118677755682861	1.81218300395654	-0.0654888360743655	0.947784794777401	NA
SC_01419_gene SC_chr	1.58904119134329	1.25104759963336	2.51446202166607	0.497540861167761	0.618807695708199	NA
SC_01420_gene SC_chr	6.81816268187317	-0.686478398899647	1.19564150547923	-0.574150692957497	0.565865831975864	NA
SC_01421_gene SC_chr	24.4108269144115	0.648483793503603	0.729595399149023	0.888826593835397	0.374096281119774	0.736703387307694
SC_01422_gene SC_chr	3.85943875075201	0.381964487208699	1.55709198501238	0.245306308737863	0.80621926729616	NA
SC_01423_gene SC_chr	10.2620828085408	0.723939870853873	1.02204792209947	0.708322824400221	0.478744806269827	NA
SC_01424_gene SC_chr	0.924834684960238	0.366346531853874	3.05365167193363	0.119969980604204	0.90450692817895	NA
SC_01425_gene SC_chr	19.7152154799051	-0.092218598385063	0.775049832028454	-0.118984089247151	0.905287961168809	0.963103505749192
SC_01426_gene SC_chr	5.01065691157866	0.120341487322232	1.37449119595598	0.0875534799177328	0.930231577768272	NA
SC_01427_gene SC_chr	3.91985518229346	1.18004496348475	1.56426660514738	0.754375858694222	0.450623563381435	NA
SC_01428_gene SC_chr	30.9426902117538	0.517744251357174	0.692380425614203	0.747774246936412	0.454596338263605	0.788627779399007
SC_01429_gene SC_chr	13.5570565615975	1.62407789586532	0.935422900206302	1.73619642570985	0.0825291090575098	0.382399274952336
SC_01430_gene SC_chr	0.938826844740081	-3.26605651980257	3.24151254093005	-1.00757176736558	0.31366008824344	NA
SC_01431_gene SC_chr	37.2421546996832	1.18776166527384	0.681224759925512	1.74356796045363	0.0812344541993349	0.382399274952336
SC_01432_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_01433_gene SC_chr	1.30113831370233	-0.40603482966802	2.66471943458278	-0.152374326692143	0.878891704947026	NA
SC_01435_gene SC_chr	119.646347521571	0.260076338243594	0.606645810597099	0.42871199916078	0.668132827278646	0.887244701595543
SC_01436_gene SC_chr	4.81154813477603	1.18469726989746	1.54696852727561	0.765818598768682	0.44378424606314	NA
SC_01437_gene SC_chr	3.08813029096117	1.20207365172581	1.71410273240589	0.701284484879502	0.483125494278312	NA
SC_01438_gene SC_chr	0.644927742716926	-0.639203916615205	3.84234443051747	-0.166357787068329	0.867875392033519	NA
SC_01439_gene SC_chr	35.7696335468013	1.24161278500453	0.648652502069396	1.91414167222575	0.0556020561267559	0.303751973285055
SC_01440_gene SC_chr	12.0727462807378	0.107124070978066	0.939834517209077	0.113981843629431	0.909252186317912	NA
SC_01441_gene SC_chr	52.0819895294317	0.65098154662565	0.582812090131636	1.11696644192576	0.26400867390308	0.631671326177759
SC_01442_gene SC_chr	5.88778014292191	0.396824352650383	1.31271319170023	0.302293261894029	0.762428514449769	NA
SC_01443_gene SC_chr	1.35355880984613	0.628969167399722	2.6278958564037	0.239343262354571	0.810839421539581	NA
SC_01446_gene SC_chr	0.521833918513841	0.0186745041851126	4.22821172933316	0.00441664357902385	0.996476039734561	NA
SC_01447_gene SC_chr	3.32432229295424	-1.69442553439757	1.70857636593088	-0.991717764675034	0.321335222721237	NA
SC_01448_gene SC_chr	102.74879589995	-0.536027915832104	0.508246005863177	-1.05466232818051	0.291579786841246	0.661236656223933
SC_01449_gene SC_chr	5.07714660598476	-1.11764757335591	1.40020051869322	-0.798205370184396	0.424751321568002	NA
SC_01450_gene SC_chr	115.93277613184	0.986116858352552	0.558388492625723	1.76600497928514	0.0773950135033674	0.372253189948262
SC_01451_gene SC_chr	1.2491661879497	0.748569664853394	2.54742466691215	0.293853504119817	0.768869848573828	NA
SC_01452_gene SC_chr	1.56550175554152	-0.0642354689078068	2.66047941256771	-0.0241443209837926	0.980737490581791	NA
SC_01454_gene SC_chr	46.2932632520341	0.482323320215064	0.606694096643595	0.795002494475246	0.426612051121755	0.780065424055275
SC_01455_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_01456_gene SC_chr	3.63047800251068	-1.77540377041403	1.77408268899202	-1.00074465605815	0.316950272106913	NA
SC_01457_gene SC_chr	3.96925003567117	-1.50223334081809	1.57064757510065	-0.956442020879082	0.338848963448938	NA
SC_01458_gene SC_chr	2.82963388253588	-0.354545001672407	2.11817525318217	-0.167382279223482	0.867069267602696	NA
SC_01459_gene SC_chr	0.749320364613353	-0.778741300078014	3.39275872145292	-0.229530409915069	0.818456687751593	NA
SC_01460_gene SC_chr	0.946822780137728	-1.30441740601308	3.0940244082739	-0.421592474359565	0.673322500264597	NA
SC_01461_gene SC_chr	119.184532680348	1.92785326086595	0.524626518895958	3.67471561468717	0.000238114487338238	0.00810505081901309
SC_01462_gene SC_chr	3.98524190646646	-0.60695515685508	1.51067852049071	-0.401776518711556	0.687848504673818	NA
SC_01464_gene SC_chr	0.946822780137728	-1.30441740601308	3.0940244082739	-0.421592474359565	0.673322500264597	NA
SC_01465_gene SC_chr	7.77974230343665	1.16521639806659	1.15614080640371	1.00784990168379	0.31352652538184	NA
SC_01466_gene SC_chr	64.3096262961728	0.968861594403372	0.563781610105822	1.71850513928881	0.0857045178555577	0.392997400529371
SC_01467_gene SC_chr	7.57695328402599	0.552296630233037	1.13479284923115	0.486693787863777	0.626475348190659	NA
SC_01468_gene SC_chr	1.1116318335756	1.73309177520464	3.14870116830384	0.550414816321941	0.582034888621419	NA
SC_01469_gene SC_chr	9.43506695973529	0.998872997205053	1.0421248792102	0.958496450024369	0.337812480724576	NA
SC_01470_gene SC_chr	1.06991660434081	-1.57072486317749	3.18291946684282	-0.493485581253337	0.621669525389018	NA
SC_01471_gene SC_chr	1.52907313019302	1.1863345770384	2.34733620689173	0.50539610540465	0.613280653732995	NA
SC_01473_gene SC_chr	84.1465464939465	0.952925318593743	0.546137824809522	1.74484402160956	0.081012023651806	0.382399274952336
SC_01474_gene SC_chr	5.86063463482643	-0.27815764744294	1.25736936254624	-0.221221906409152	0.824919652939828	NA
SC_01475_gene SC_chr	27.9650837348719	0.687679462139323	0.703445343402396	0.977587624381992	0.328278320598177	0.693661257620487
SC_01476_gene SC_chr	6.05432474860634	0.0882843651754222	1.29692509110389	0.0680720619725832	0.945728270071032	NA
SC_01478_gene SC_chr	1.59175052285465	-1.02548765561811	2.32630272866768	-0.440822960391499	0.659341169960986	NA
SC_01480_gene SC_chr	95.0423079025784	3.07908215776617	1.51603877319721	2.03100488734376	0.0422544988244243	0.259689107358441
SC_01481_gene SC_chr	2.15427373885264	-1.71767324316331	2.22658242039355	-0.771439326669844	0.440446572444892	NA
SC_01482_gene SC_chr	1.66615911417594	-1.10431484384688	2.26372056239542	-0.487831785509036	0.625668995167947	NA
SC_01483_gene SC_chr	2.22597299866257	-0.0742187964198876	1.96514336664581	-0.0377676243268538	0.969872957990823	NA
SC_01484_gene SC_chr	4.60920748575654	0.818332883268743	1.41790141907243	0.577143708484392	0.563842379974342	NA
SC_01485_gene SC_chr	9.15200231558944	1.02864990067361	1.05842823765434	0.971865511594134	0.331117459333	NA
SC_01486_gene SC_chr	0.916838749562591	-1.36082041556473	3.12681643961642	-0.435209562775507	0.663410322007953	NA
SC_01489_gene SC_chr	9.15418623822717	0.807925384331196	1.15576728426023	0.699038115487345	0.484528211076813	NA
SC_01490_gene SC_chr	4.74855443085966	-1.35659084181635	1.42847560474262	-0.949677290471319	0.342276252308598	NA
SC_01491_gene SC_chr	0.447425327192551	0.229750468778134	4.47198701425674	0.0513754776222935	0.959026324984419	NA
SC_01492_gene SC_chr	0.719336334038216	-0.841009443167153	3.43906123430653	-0.24454622522496	0.806807805886866	NA
SC_01493_gene SC_chr	3.37403345758668	-0.0964471089995763	1.65645549839879	-0.0582249925173401	0.953569413338869	NA
SC_01494_gene SC_chr	3.05015032498839	0.626794737240734	1.69743007658829	0.369261005731997	0.711933187778468	NA
SC_01495_gene SC_chr	0.529829853911488	2.63506482553037	4.093917094229	0.643653685426336	0.519800029194803	NA
SC_01496_gene SC_chr	1.74901201128606	1.46867991488408	2.26638837911375	0.64802658203639	0.516967757600664	NA
SC_01497_gene SC_chr	214.487185466762	0.681496631475567	0.629614273177915	1.08240340238124	0.279073317119497	0.649947067501986
SC_01498_gene SC_chr	92.6721924763322	0.129940540064879	0.588363947696177	0.220850615632858	0.825208750915484	0.938227451360527
SC_01499_gene SC_chr	1.77055173607237	-1.12674175372	2.34411235742816	-0.480668834046934	0.63075188488092	NA
SC_01500_gene SC_chr	2.71827125699245	0.943693176335524	1.84780099920299	0.510711476367079	0.609553103471556	NA
SC_01501_gene SC_chr	0.469413422370041	-2.26590906134613	4.28909674121972	-0.528295162841619	0.597294488420541	NA
SC_01502_gene SC_chr	9.70471700546076	1.66168541301279	1.05532010416358	1.57457951047924	0.115353535372379	NA
SC_01505_gene SC_chr	0.779752765579664	3.19614182899218	3.50512592470664	0.911847932898355	0.361848773678174	NA
SC_01506_gene SC_chr	2.61072093319348	1.36893872673023	1.87273190954747	0.730984888841367	0.464788383011818	NA
SC_01507_gene SC_chr	0.7900096620975	-3.04274389269112	3.78948009185646	-0.80294494731083	0.422006555262428	NA
SC_01508_gene SC_chr	9.01517758171125	0.0145310162910821	1.05419325891333	0.0137840155666151	0.989002295053614	NA
SC_01509_gene SC_chr	3.61493450210656	-1.90955798778066	1.75955728477421	-1.08524911595913	0.27781133590232	NA
SC_01510_gene SC_chr	1.02967567724784	3.59896621824044	3.16272174756538	1.13793324405186	0.255148358389035	NA
SC_01511_gene SC_chr	46.562704045495	-2.57894032096381	0.727866471734881	-3.54315031824019	0.000395377268302389	0.0112873833047618
SC_01513_gene SC_chr	0.39500483104875	-2.0450108052717	4.90988225288314	-0.416509134016573	0.677037484983578	NA
SC_01514_gene SC_chr	5.42436294493407	-0.162893760204461	1.34804862149396	-0.120836709898443	0.903820372842184	NA
SC_01515_gene SC_chr	53.2376222847133	-2.78965530595402	0.774963651769597	-3.59972406394024	0.000318555039707772	0.00972142103935788
SC_01516_gene SC_chr	28.9914696510807	1.26783367844257	0.728463966954812	1.74042057803145	0.081785194778108	0.382399274952336
SC_01517_gene SC_chr	6.04969274456199	-1.13827912081369	1.29184566817004	-0.881126243528853	0.378249494333612	NA
SC_01518_gene SC_chr	2.87090074137949	-0.212704472198253	1.74026435903209	-0.122225379778827	0.902720526986073	NA
SC_01519_gene SC_chr	18.1227553365545	0.524826999152034	0.809560351655054	0.648286441003546	0.516799702103715	0.81818915270445
SC_01520_gene SC_chr	3.20367655015778	1.41167758647948	1.70757288641025	0.826715859518698	0.408398130086774	NA
SC_01521_gene SC_chr	0.477409357767688	0.305386883735129	4.36591760395391	0.0699479265157366	0.944235106674055	NA
SC_01522_gene SC_chr	4.11961855893803	-0.602869616895209	1.53756561385906	-0.392093587071121	0.694989065704521	NA
SC_01523_gene SC_chr	5.08661684352423	0.779508521750505	1.35352426564696	0.575910267392151	0.564675835297579	NA
SC_01524_gene SC_chr	4.15231192102453	-1.5173180053038	1.55930554711209	-0.973072922182532	0.330517060719136	NA
SC_01525_gene SC_chr	14.3210236858326	1.04244214018189	0.893887697408317	1.16618915687539	0.243537975587087	0.615431277359876
SC_01526_gene SC_chr	19.0577177270643	0.294989613122444	0.802451386538164	0.367610571894021	0.713163630781349	0.902932493907716
SC_01527_gene SC_chr	11.3856549383949	-0.366028955363738	0.964903505741995	-0.379342548954953	0.704433507096038	NA
SC_01528_gene SC_chr	3.22566464533527	0.879039576360088	1.65532680647635	0.531036876175091	0.595393225415034	NA
SC_01529_gene SC_chr	6.06142394322164	-0.574610141343609	1.28078556704827	-0.448638832390867	0.653692216170322	NA
SC_01530_gene SC_chr	4.0479192991281	-1.51334631913599	1.56647908875676	-0.966081405106441	0.334003448411737	NA
SC_01531_gene SC_chr	7.20517157752428	-1.05745723024703	1.18705269991125	-0.890825849876827	0.373022604993503	NA
SC_01532_gene SC_chr	7.91772502820192	1.44516493662971	1.14446306693258	1.26274493112571	0.206680861051775	NA
SC_01533_gene SC_chr	2.84891264620201	0.303765582916842	1.76484703189013	0.172120063341418	0.863343139882506	NA
SC_01534_gene SC_chr	14.6233120324946	-0.741826056139705	0.883715063626271	-0.839440320385246	0.401222265712982	0.760346263717321
